infinitive,ɪn'fɪnətɪv,,n.原形； 不定式,初中
establish,ɪˈstæblɪʃ,,v.建立， 设立； 确定， 证实,初中
coat,kot,,v.涂 n.上衣，外套；表皮，皮毛；覆盖物，层,初中
license,'laɪsns,,n.许可，执照 vt.准许,初中
dish,dɪʃ,,n.碟， 盘； 菜肴， 一盘菜,初中
dream,drim,,n.梦 v.梦想，希望,初中
Wednesday,ˈwɛnzdɪ,,n.星期三,初中
essay,'ɛse,,n.短文， 文章； 随笔， 散文,初中
prediction,prɪ'dɪkʃən,,n.预言； 预料； 预报,初中
coal,kol,,n.煤， 煤块,初中
survey,ˈsɝˌve; (for v.) sɝˈve,,v.调查， 检视； 测量， 勘测； 全面审视， 概括论述； 俯瞰， 眺望； 调查， 检视； 测量， 勘测； 全面审视， 概括论述； 俯瞰， 眺望,初中
tense,tɛns,,a.紧张的；拉紧的，绷紧的 v.拉紧，绷紧 n.时态,初中
birthday,'bɝθde,,n.生日,初中
heat,hit,,v.加热， 变热 n.热，炎热；体温，热度；激动；激烈,初中
behind,bɪ'haɪnd,,prep.在…的背后， 在…的后面； 落后于； 支持， 赞,初中
tenth,tɛnθ,,num.第十 n.十分之一,初中
candy,ˈkændɪ,,n.糖果,初中
student,'studnt,,n.学生， 学者， 大学生； 研究生,初中
careful,'kɛrfl,,a.小心的， 仔细的,初中
recipe,'rɛsəpi,,n.烹饪法， 食谱； 方法； 秘诀， 诀窍,初中
seal,sil,,v.封， 密封 n.封铅，封条；印，图章；海豹,初中
box,bɑks,,v.把…装箱； (用拳或手 n.箱，盒；包厢,初中
bow,baʊ,,n&v.鞠躬， 低头； 鞠躬， 低头,初中
boy,bɔɪ,,n.男孩,初中
head,hɛd,,n.头， 头部； 顶部， 前端； 领导， 首脑； 头数； 头脑， 智力,初中
month,mʌnθ,,n.月， 一个月的时间,初中
total,'totl,,a.总的，全部的；完全的，彻底的 v.合计， 总计 n.总数，总计,初中
oil,ɔɪl,,v.给…加润滑油； 使涂满油 n.油；润滑油；石油，燃料油；油画；油画颜料,初中
upstairs,",ʌp'stɛrz",,ad.在楼上，往楼上 a.楼上的 n.楼上,初中
of,ʌv; əv,,prep.…的； 由…制成的； 含有…的， 装有…的,初中
fight,faɪt,,v.打（仗），与（…）作战，战斗 n.打斗，打架,初中
hear,hɪr,,v.[heard-heard] 听见； 听到， 得知； 审讯， 听证； 收到…的信,初中
on,ɑn,,prep.在…上； 向， 朝， 针对； 靠近…， 在…旁； 关于， 论及； 凭， 靠， 根据； 处,初中
zebra,ˈzibrə,,n.斑马,初中
pretty,ˈprɪtɪ,,ad.相当，很，颇 a.漂亮的， 俊俏的,初中
or,ɔr,,conj.或， 或者， 还是； 即， 或者说； 否则， 要不然,初中
chance,tʃæns,,v.碰巧， 偶然发生； 偶然看见 n.可能性；机会，机遇；偶然的事,初中
social,'soʃl,,a.社会的； 交际的， 社交的,初中
wheel,wil,,v.转动， 旋转 n.轮，车轮,初中
homeless,'homləs,,a.无家的， 无家可归的,初中
cross,krɔs,,v.穿过，越过；交叉，相交；杂交 n.十字架； 十字形记号,初中
control,kən'trol,,v.控制， 支配； n.控制，支配；管理；调节；抑制，自制；控制器，调节器,初中
cousin,'kʌzn,,n.堂兄弟， 堂姐妹,初中
clerk,klɝk,,n.〈美〉店员； 办事员， 职员,初中
earth,ɝθ,,n.地球； 陆地， 地面； 土， 泥,初中
Paris,'pærɪs,,n.巴黎,初中
elbow,'ɛlbo,,v.用肘推， 用肘挤 n.肘部,初中
salad,'sæləd,,n.沙拉， 凉拌菜,初中
rocket,'rɑkɪt,,v.迅速上升； 猛涨 n.火箭,初中
somewhere,'sʌmwɛr,,ad.在某处， 到某处； 大约， 大概,初中
scene,sin,,n.一场， 一个镜头， 一节； (戏剧、 事件,初中
injure,'ɪndʒɚ,,v.伤害， 损害， 损伤,初中
Saturday,sætɚdɪ; -de,,n.星期六,初中
freeze,friz,,v.（使）结冰，（使）冻结 n.〔价格、工资等的〕冻结,初中
province,'prɑvɪns,,n.省； 领域； 范围,初中
clever,'klɛvɚ,,a.聪明的， 机灵的； 灵巧的， 精巧的,初中
friend,frɛnd,,n.朋友， 友人,初中
bookcase,'bʊkkes,,n.书柜， 书架,初中
January,'dʒænjʊ'ɛri,,n.一月,初中
recent,'risnt,,a.新近的， 近来的,初中
they,ðe,,pron.他们,初中
noise,nɔɪz,,n.声音， 响声； 噪音,初中
pleasure,ˈplɛʒɚ,,n.高兴， 愉快； 满足； 乐事， 快事,初中
old,old,,a.老的， 年老的； 古老的， 陈旧的， 过时的； …岁的， …久的； 以前的， 过去,初中
them,ðɛm; ðəm,,pron.他们,初中
then,ðɛn,,ad.当时， 在那时； 那么， 因而； 然后， 于是,初中
ancient,ˈenʃənt,,a.古代的， 古老的； 年老的， 看上去很老的,初中
accept,əkˈsɛpt,,vt.接受； 承认； 相信,初中
zigzag,'zɪɡzæɡ,,a.“之”字形的 v.弯弯曲曲行进 n.“之”字形；蜿蜒曲折,初中
seat,sit,,v.使坐下； 供给…座位， n.座位，座部；所在地，场所；席位，职位,初中
horse,hɔrs,,n.马,初中
twelve,twɛlv,,num.十二， 十二个,初中
London,ˈlʌndən,,n.伦敦,初中
underwater,",ʌndɚ'wɔtɚ",,ad.在水下， 在水中 a.水下的；水下使用的；水下行动的,初中
singular,'sɪŋɡjəlɚ,,a.单数的； 单一的,初中
autumn,'ɔtəm,,n.秋， 秋季,初中
bridge,brɪdʒ,,v.架桥于； 把…连接起来 n.桥，桥梁；桥牌,初中
conference,'kɑnfərəns,,n.会议； 讨论， 商谈,初中
activity,ækˈtɪvətɪ,,n.活动， 行动； 活跃， 活力,初中
dormitory,'dɔrmətɔri,,n.宿舍,初中
recite,rɪ'saɪt,,v.背诵， 朗诵； 列举， 逐一讲述,初中
seek,sik,,v.[sought-sought] 寻找， 追求； 征求， 请求； 试图， 设法； 探索,初中
sun,sʌn,,n.太阳， 日,初中
eighteenth,'e'tinθ,,num.第十八,初中
seem,sim,,v.好像， 似乎,初中
secretary,'sɛkrətɛrɪ,,n.秘书； 书记； 部长， 大臣,初中
heel,hil,,n.脚后跟， 踵； 后跟,初中
disturb,dɪ'stɝb,,v.弄乱， 打乱； 打扰； 使烦恼,初中
so,so,,ad.如此， 那么； 非常， 很； 这样， 那样；,初中
pierce,pɪrs,,v.刺穿， 刺破， 穿透； 穿孔， 打眼,初中
key,kiː,,n.钥匙； 关键， 要害； 键； 调； 答案， 题解； 图例,初中
teenager,'tinedʒɚ,,n.十几岁的青少年,初中
calendar,'kæləndɚ,,n.日历， 月历； 日程表,初中
silk,sɪlk,,n.丝， 丝绸,初中
dumpling,'dʌmplɪŋ,,n.饺子,初中
silent,'saɪlənt,,a.寂静的； 沉默的； 无声的， 不发出声音的,初中
storm,stɔrm,,v.猛攻， 直捣； 怒气冲冲地走 n.暴风雨，暴风雪；激动，爆发,初中
one,wʌn,,pron.一人， 一个； 一个人， 任何人 num.一，一个,初中
garage,gəˈrɑ:ʒ; ɡəˈrɑʒ,,n.车库； 汽车修理行,初中
slipper,'slɪpɚ,,v.用拖鞋打 n.拖鞋；轻便舞鞋,初中
store,stɔr,,v.贮藏， 储备， 存储 n.商店，店铺；贮存，储备；储备品；仓库,初中
flower,'flaʊɚ,,v.开花； 发育， 成熟； 繁荣 n.花；花卉,初中
single,'sɪŋɡl,,a.单一的， 单个的； 未婚的， 独身的； (床或,初中
hill,hɪl,,n.小山， 山冈； 斜坡,初中
pull,pʊl,,v.拉，拖，拔；移动 n.拉， 拖； 拉力， 牵引力， 引力,初中
subway,'sʌbwe,,n.地铁； 地道， 地下过道,初中
to,tə;tu;tuː,,prep.向， 往， 对着； 对， 给， 于； 趋于， 倾向； 直到…为止， 在…之前； 比， 对；,初中
fourth,fɔrθ,,num.第四 n.四分之一,初中
story,stɔrɪ,,n.故事， 传说， 小说； 情况， 事情； 报道； 层,初中
but,bʌt,,ad.只， 仅仅 conj.但是，可是，然而；而 prep.除…以外,初中
country,'kʌntri,,n.国家； 国土； 国民， 全国人民； 农村， 乡村,初中
symbol,'sɪmbl,,n.符号， 标志； 象征,初中
bus,bʌs,,n.公共汽车,初中
separate,(for v.) sɛpəˌret; (for adj.) sɛprɪt,,v.使分离， 使分开； 划分， 区分， 区别； 分离， 分开； 分居； 使分离， 使分开； 划分， 区分， 区别； 分离， 分开； 分居,初中
dislike,dɪs'laɪk,,n&v.不喜欢， 讨厌,初中
buy,baɪ,,v.[bought-bought] 买， 买得； 向…行贿， 收买,初中
express,ɪk'sprɛs,,ad.用快递方式； v.表示，表达 a.特快的，直达的；明确的，明白表示的,初中
ruler,'rulɚ,,n.统治者， 支配者； 尺,初中
zero,ˈzɪro,,num.零 n.零点， 零度,初中
amazing,ə'mezɪŋ,,a.令人惊异的,初中
postcard,'post'kɑrd,,n.明信片,初中
up,ʌp,,ad.向上，向较高处；往北；成直立姿势，起来；彻底地，完全地 n.上升；　繁荣,初中
fifteenth,'fɪf'tinθ,,num.第十五 n.十五分之一,初中
unusual,ʌnˈjuʒəl,,a.不平常的， 少有的； 独特的， 与众不同的,初中
us,əs; ʌs,,pron.我们,初中
usual,'juʒuəl,,a.通常的， 惯常的,初中
sink,sɪŋk,,v.下沉，沉没 n.洗脸盆；洗涤槽；洗碗池,初中
degree,dɪ'ɡri,,n.度， 度数； 程度； 学位； 地位， 身份,初中
this,ðɪs,,pron.这， 这个,初中
necessary,ˈnɛsəˌsɛri,,a.必要的，必需的；必然的，势必的，不可避免的 n.必需品,初中
thin,θɪn,,ad.薄，细；稀疏 a.薄的；细的；瘦的；稀薄的；淡薄的 v.变薄，,初中
ocean,'oʃən,,n.洋， 海洋； 许多， 大量,初中
especially,ɪˈspɛʃlɪ,,ad.特别， 尤其， 格外,初中
once,wʌns,,ad.一次，一回；曾经，一度 conj.一旦…就…,初中
solve,sɑlv,,v.解决， 处理； 解答,初中
desk,dɛsk,,n.书桌， 办公桌,初中
know,no,,v.[knew-known] 知道， 了解； 认识， 熟悉； 通晓， 会； 认出， 分辨,初中
sing,sɪŋ,,v.[sang-sung] 唱， 演唱； 鸡鸣,初中
Internet,'ɪntɚnɛt,,n.互联网， 因特网,初中
support,sə'pɔrt,,v.支撑， 扶持， 拥护； 供养， 赡养； 维持,初中
coin,kɔɪn,,v.创造 n.硬币，钱币,初中
drop,drɑp,,v.掉下，落下 n.〔液体的〕滴,初中
idea,aɪ'diə,,n.想法， 主意； 思想， 概念,初中
kid,kɪd,,n.小孩，儿童 v.(拿…)开玩笑,初中
Yang,jæŋ,,n.阳,初中
cold,kold,,a.冷的，寒冷的；冷淡的，冷酷的 n.冷， 寒冷；,初中
life,laɪf,,n.生命， 性命； 一生， 寿命； 生活， 生存； 人生； 生物； 生气， 活力,初中
we,wi,,pron.我们,初中
cola,'kolə,,n.可乐饮料,初中
honey,'hʌni,,n.蜜， 蜂蜜； 甜蜜； 宝贝儿， 亲爱的,初中
normal,'nɔrml,,a.正常的， 平常的； 正规的， 规范的,初中
wide,waɪd,,ad.全部地， 充分地 a.宽阔的；广泛的；远离目标的，偏离的,初中
teach,titʃ,,v.[taught-taught] 教， 讲授； 教导， 教训,初中
argue,'ɑrgjʊ,,v.争论， 争吵， 争辩； 提出理由证明， 主张； 说服， 劝说,初中
stone,ston,,n.石， 石头； 宝石； 果核,初中
succeed,sək'sid,,v.成功； 接着发生； 接在…后面； 接替， 继承,初中
specially,'spɛʃəli,,ad.特意地， 专门地； 格外地， 特别地， 特殊地,初中
accessory,ək'sɛsəri,,n.附件， 零件， 配件； 装饰品,初中
gentleman,'dʒɛntlmən,,n.有教养的人， 彬彬有礼的人； 先生， 男士,初中
shampoo,ʃæm'pu,,n.洗发剂；洗涤剂 vt.用洗发剂洗头,初中
yogurt,'joɡət,,n.酸奶， 酵母乳,初中
reach,ritʃ,,v.抵达； 达到； 延伸到； 伸出； 够到； 与…取得联系； 达成,初中
competition,",kɑmpə'tɪʃən",,n.竞争； 比赛,初中
none,nʌn,,ad.一点也不， 毫不， 毫无 pron.没有一人，没有一点儿,初中
type,taɪp,,v.打 n.类型，种类；铅字,初中
beyond,bɪ'jɑnd,,prep.在…的那边； 远于； 迟于； 超出， 非…所及,初中
pupil,pjupl,,n.学生； 瞳孔,初中
problem,'prɑbləm,,n.问题， 疑难问题； 思考题， 讨论题,初中
road,rod,,n.路， 道路； 途径,初中
review,rɪ'vju,,n&v.审查， 复查； 复习， 温习， 回顾； 评论； 检阅,初中
sight,saɪt,,n.视力，视觉；看见，瞥见；视域，眼界；情景，景象，奇观；,初中
weather,'wɛðɚ,,n.天气， 气候， 气象,初中
asleep,ə'slip,,a.睡着的， 睡熟的,初中
between,bəˈtwin,,prep.在…之间； 介乎…之间,初中
method,'mɛθəd,,n.方法， 办法； 秩序， 条理,初中
wife,waɪf,,n.妻子,初中
come,kʌm,,v.[came-come] 来， 来到； 达到， 至； 产生， 来； 变成； 实现； 开始；,初中
push,pʊʃ,,v.推， 按； 推动， 推进； 催逼， 逼迫,初中
nature,'netʃɚ,,n.大自然， 自然界； 本性， 性格， 性情； 性质， 类型,初中
seventeen,",sɛvn'tin",,num.十七， 十七个,初中
lift,lɪft,,v.提，抬起 n.电梯； 抬， 上升； 搭便车,初中
force,fɔrs,,n.军事行动，武力 v.强制，逼迫，迫使,初中
scared,skɛrd,,a.惊恐的， 恐惧的,初中
flag,flæg,,n.旗， 旗帜； 标记,初中
south,saʊθ,,ad.向南方 a.南方的， 南部的， 来自南方的 n.南，南部,初中
musician,mjʊ'zɪʃən,,n.音乐家， 乐师,初中
night,naɪt,,n.夜， 夜晚,初中
north,nɔrθ,,ad.向北方 a.北方的，北部的；来自北方的 n.北，北部,初中
wear,wɛr,,v.穿着， 戴着， 留； 面露， 面带， 呈现； 磨损， 用旧,初中
our,aʊr,,pron.我们的,初中
weak,wik,,a.虚弱的， 无力的； 弱的， 差的； 微,初中
out,aʊt,,ad.出， 向外； 在外， 不在； 出,初中
overseas,",ovɚ'siz",,ad.在海外，在国外 a.海外的， 国外的，,初中
rock,rɑk,,v.摇， 摇动 n.岩石，石块；摇滚乐,初中
impress,ɪm'prɛs,,v.给…深刻印象， 使铭记,初中
noon,nun,,n.正午， 中午,初中
feature,'fitʃɚ,,n.特征，特色；,初中
flat,flæt,,a.平的， 平坦的； 固定的， 统一的； 单调的， 沉闷的； 扁平的，,初中
get,ɡɛt,,v.[got-gotten/got] 获得， 弄到； 收到； 变得； 拿来； 理解， 听到； 到达,初中
dark,dɑrk,,a.暗的，黑暗的；深色的，黑色的 n.黑暗， 暗处； 暗色， 阴影,初中
course,kɔrs,,n.过程； 经过； 路线， 航线； 方针； 课程,初中
copy,'kɑpi,,v.抄写； 复印； 抄袭； 模仿， 仿效 n.复印件，副本；本，份,初中
place,ples,,n.地方， 地点， 场所； 住所， 寓所； 地位； 资格； 名次， 等级,初中
regular,'rɛgjəlɚ,,a.规则的； 有规律的， 定期的； 整齐的， 匀称的； 正规的， 正式的； 常规的，,初中
dare,dɛr,,v.敢，敢做,初中
cook,kʊk,,v.烹调，煮，烧 n.厨师， 炊事员,初中
sell,sɛl,,v.[sold-sold] 卖， 出售； 推销,初中
cool,kul,,a.凉的，凉快的；冷静的，从容的；冷淡的 v.变凉， 冷却； 失去热,初中
tired,ˈtaɪrd,,a.疲劳的， 累的； 厌倦的， 厌烦的,初中
suggest,sə'dʒɛst,,v.建议， 提出； 使想起； 暗示,初中
leaf,lif,,n.叶， 叶子； 张， 页； 薄金属片,初中
brain,bren,,n.脑， 脑髓； 脑袋； 智慧,初中
lead,lid; lɛd,,n.铅； 铅,初中
help,hɛlp,,v.帮助，援助；有助于，促进 n.帮助， 援助； 帮手， 佣人； 救命,初中
expect,ɪk'spɛkt,,v.预期； 指望， 盼望； 要求,初中
emotion,ɪ'moʃən,,n.感情； 激情； 情绪,初中
etiquette,'ɛtɪkɛt,,n.礼节， 礼仪,初中
Chinese,'tʃaɪniːz,,a.中国的； 中国话的 n.中国人；中国话，中文,初中
queue,kju,,v.排队 n.行列,初中
date,det,,n.日期， 日子； 时期， 年代； 约会， 约会的对象； 枣,初中
magic,'mædʒɪk,,a.有魔力的 n.魔法，魔术；魔力，魅力,初中
impolite,ˌɪmpəˈlaɪt,,a.不礼貌的， 粗鲁的,初中
dress,drɛs,,v.给…穿衣 n.连衣裙；衣服，服装,初中
panda,'pændə,,n.熊猫,初中
reveal,rɪ'vil,,v.揭露， 揭示； 泄露； 展现， 显示,初中
passage,'pæsɪdʒ,,n.段落， 章节； 通道； 流逝， 推移,初中
onion,'ʌnjən,,n.洋葱， 洋葱类植物,初中
sound,saʊnd,,v.发声， 发出响声； 测量…的深度， 探测； 听起来， 似 n.声音，声响,初中
own,on,,a.自己的 v.有， 拥有,初中
drum,drʌm,,n.鼓 v.击鼓，打鼓,初中
sausage,'sɔsɪdʒ,,n.香肠， 腊肠,初中
dozen,'dʌzn,,a.一打的 n.打，十二个,初中
translate,træns'let,,v.翻译,初中
drug,drʌg,,n.药， 药物； 麻醉药， 毒品,初中
negative,'nɛɡətɪv,,a.否定的；消极的；负的 n.底片； 负数,初中
realistic,",riə'lɪstɪk",,a.现实的； 现实主义的； 逼真的,初中
twelfth,twɛlfθ,,num.第十二 n.十二分之一,初中
monster,'mɑnstɚ,,a.巨大的， 庞大的 n.怪物；妖怪；巨人，巨兽，巨大的东西,初中
plain,plen,,a.清晰的，明白的；相貌平平的，无姿色的；不矫饰的，朴素的 n.平原,初中
should,ʃəd; strong form ʃʊd,,modal verb.应当，应该 〔用于提供或征求建议〕,初中
only,onlɪ,,ad.只，仅仅，才；不料，反而，结果却 a.唯一的， 仅有的； 最好的， 独一,初中
create,krɪ'et,,v.创造； 创作； 引起， 产生,初中
tag,tæɡ,,n.标签，标牌 v.给…加上标签，给…挂上标牌,初中
blow,blo,,v.〔风〕吹，刮 n.打击,初中
sunny,'sʌni,,a.阳光充足的； 快活的,初中
notebook,'notbʊk,,n.笔记本,初中
proud,praʊd,,a.骄傲的， 傲慢的； 自豪的， 得意的,初中
like,laɪk,,v.喜欢；想要；希望，愿意,初中
ugly,'ʌɡli,,a.难看的， 丑陋的； 有敌意的,初中
earthquake,'ɝθ'kwek,,n.地震,初中
towards,tɔrdz,,prep.向， 朝， 面对； 接近,初中
person,'pɝsn,,n.人,初中
safe,sef,,a.安全的， 平安的； 牢靠的， 可靠的； 谨慎的， 稳健的 n.保险箱，保险柜,初中
send,sɛnd,,v.[sent-sent] 送， 寄； 派遣， 打发； 发送； 发射,初中
here,hɪr,,ad.在这里，到这里；在这一点上 int.嘿,初中
note,not,,n.短笺， 便条； 记录， 笔记； 注解； 音调， 音符,初中
everybody,'ɛvrɪbɑdi,,pron.每人， 人人， 各人,初中
week,wik,,n.星期， 周,初中
sail,sel,,v.航行；驾驶；在…上航行 n.帆； 航行,初中
purpose,'pɝpəs,,n.目的， 意图； 用途； 效果,初中
regret,rɪ'ɡrɛt,,"n&v.[regretted-regretted, regretting] 懊悔； 遗憾， 抱歉",初中
line,laɪn,,n.线条， 界线； 条纹， 皱纹； 方针， 路线； 线路， 电话线； 线， 绳； 排， 行； 铁路,初中
snake,snek,,v.蜿蜒； 弯弯曲曲地行进 n.蛇,初中
flee,fli,,v.[fled-fled] 逃离， 逃跑,初中
hero,'hɪro,,n.英雄， 勇士； 男主角， 男主人公,初中
